Date: 2023-12-13 9:59, Computer Name: BMA0005308, Username: moorjay5 - Ran Componet Tracking script. 
Date: 2024-06-04 21:00, Computer Name: BMA0008531, Username: PA_streluc5 - Ran IP Finder script. 
Date: 2024-06-04 21:09, Computer Name: BMA0008531, Username: PA_streluc5 - Ran AVI/MM2 reboot script. 
Date: 2024-06-04 21:28, Computer Name: BMA0008531, Username: PA_streluc5 - Ran PTX Health Check script. 
Date: 2024-06-05 6:44, Computer Name: BMA0005305, Username: welljaso - Ran IP Finder script. 
Date: 2024-06-05 6:45, Computer Name: BMA0005305, Username: welljaso - Ran PTX Health Check script. 
Date: 2024-06-05 8:10, Computer Name: BMA0005305, Username: welljaso - Ran PTX Health Check script. 
Date: 2024-06-05 10:49, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-05 13:58, Computer Name: BMA0005305, Username: welljaso - Ran PTX Health Check script. 
Date: 2024-06-05 14:00, Computer Name: BMA0005305, Username: welljaso - Ran PTX Uptime script. 
Date: 2024-06-05 14:20, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-05 14:55, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-05 15:18, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-06 7:52, Computer Name: BMA0005305, Username: welljaso - Ran PTX Uptime script. 
Date: 2024-06-06 7:57, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-06 8:13, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-06 8:14, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-06 9:18, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-06 10:35, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-06 11:51, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-07 6:49, Computer Name: BMA0005305, Username: welljaso - Ran PTX Uptime script. 
Date: 2024-06-07 9:45, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-07 11:21, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-07 11:32, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-07 11:38, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-07 11:48, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-07 11:58, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-07 13:07, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2024-06-07 18:36, Computer Name: BMA0005305, Username: welljaso - Ran MineView Session script. 
Date: 2024-06-07 19:18, Computer Name: BMA0005305, Username: welljaso - Ran IP Finder script. 
Date: 2024-06-07 20:50, Computer Name: BMA0005305, Username: welljaso - Ran MineView Session script. 
Date: 2024-06-08 5:00, Computer Name: BMA0005305, Username: welljaso - Ran IP Finder script. 
Date: 2024-06-08 5:02, Computer Name: BMA0005305, Username: welljaso - Ran PTX Health Check script. 
Date: 2024-06-09 2:46, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2024-06-09 16:31, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2024-06-09 16:32, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2024-06-10 9:59, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2024-06-10 11:40, Computer Name: BMA0008531, Username: lanebr - Ran MineView Session script. 
Date: 2024-06-10 16:20, Computer Name: BMA0005308, Username: ocondani - Ran PTX Health Check script. 
Date: 2024-06-10 16:21, Computer Name: BMA0005308, Username: ocondani - Ran PTX Uptime script. 
Date: 2024-06-10 16:21, Computer Name: BMA0005308, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-11 16:13, Computer Name: BMA0005308, Username: ocondani - Ran MineView Session script. 
Date: 2024-06-11 16:13, Computer Name: BMA0005308, Username: ocondani - Ran MineView Session script. 
Date: 2024-06-11 16:20, Computer Name: BMA0005308, Username: ocondani - Ran PTX Health Check script. 
Date: 2024-06-11 16:20, Computer Name: BMA0005308, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-11 16:43, Computer Name: BMA0005308, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-11 16:43, Computer Name: BMA0005308, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-11 16:44, Computer Name: BMA0005308, Username: ocondani - Ran MineView Session script. 
Date: 2024-06-11 18:28, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-11 18:28, Computer Name: BMA0005305, Username: ocondani - Ran PTX Health Check script. 
Date: 2024-06-12 8:13, Computer Name: BMA0008531, Username: PA_streluc5 - Ran MineView Session script. 
Date: 2024-06-12 8:19, Computer Name: BMA0008531, Username: PA_streluc5 - Ran IP Finder script. 
Date: 2024-06-12 8:20, Computer Name: BMA0008531, Username: PA_streluc5 - Ran PTX Health Check script. 
Date: 2024-06-12 8:29, Computer Name: BMA0008531, Username: PA_streluc5 - Ran PTX Uptime script. 
Date: 2024-06-13 3:23, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2024-06-13 3:23, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2024-06-13 3:23, Computer Name: BMA0005305, Username: holtch5 - Ran AVI/MM2 reboot script. 
Date: 2024-06-13 10:10, Computer Name: BMA0005305, Username: holtch5 - Ran MineView Session script. 
Date: 2024-06-13 14:12, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2024-06-13 14:13, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2024-06-14 7:43, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2024-06-14 12:16, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2024-06-14 12:16, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2024-06-14 17:50, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-14 17:51, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-14 19:16, Computer Name: BMA0005308, Username: mccabrad - Ran AVI/MM2 reboot script. 
Date: 2024-06-15 20:26, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Uptime script. 
Date: 2024-06-15 20:26, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-15 20:26, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-15 22:49, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-16 0:50, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-16 20:23, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-16 20:45, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-16 22:56, Computer Name: BMA0005308, Username: mccabrad - Ran AVI/MM2 reboot script. 
Date: 2024-06-17 2:23, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-17 18:11, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-17 19:04, Computer Name: BMA0005308, Username: mccabrad - Ran MineView Session script. 
Date: 2024-06-17 19:12, Computer Name: BMA0005308, Username: mccabrad - Ran MineView Session script. 
Date: 2024-06-17 20:49, Computer Name: BMA0005308, Username: mccabrad - Ran MineView Session script. 
Date: 2024-06-17 20:52, Computer Name: BMA0005308, Username: mccabrad - Ran MineView Session script. 
Date: 2024-06-18 0:30, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-18 2:46, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-18 2:46, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-18 3:02, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-18 3:02, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-18 3:03, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-18 3:03, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-18 3:04, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-18 3:04, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-18 3:23, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-18 3:29, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-18 3:42, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-18 4:11, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2024-06-18 21:10, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-18 23:03, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-18 23:10, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-19 0:55, Computer Name: BMA0005308, Username: mccabrad - Ran IP Finder script. 
Date: 2024-06-19 4:10, Computer Name: BMA0005308, Username: mccabrad - Ran PTX Health Check script. 
Date: 2024-06-19 6:53, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-19 6:54, Computer Name: BMA0005305, Username: ocondani - Ran PTX Health Check script. 
Date: 2024-06-19 6:55, Computer Name: BMA0005305, Username: ocondani - Ran MineView Session script. 
Date: 2024-06-19 9:43, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-19 10:07, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-19 10:15, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-19 10:25, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-19 10:26, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-19 10:26, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-19 10:30, Computer Name: BMA0005305, Username: ocondani - Ran PTX Uptime script. 
Date: 2024-06-19 10:31, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-19 10:32, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-19 10:33, Computer Name: BMA0005305, Username: ocondani - Ran PTX Health Check script. 
Date: 2024-06-20 4:43, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-20 6:55, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-20 6:55, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2024-06-20 6:55, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-20 19:13, Computer Name: BMA0008531, Username: ocondani - Ran MineView Session script. 
Date: 2024-06-21 0:54, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-21 0:54, Computer Name: BMA0008531, Username: ocondani - Ran PTX Uptime script. 
Date: 2024-06-21 0:54, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2024-06-21 0:55, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2024-06-21 1:02, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-21 8:07, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2024-06-21 18:29, Computer Name: BMA0008531, Username: ocondani - Ran MineView Session script. 
Date: 2024-06-23 5:45, Computer Name: BMA0008531, Username: ocondani - Ran MineView Session script. 
Date: 2024-06-23 15:24, Computer Name: BMA0008531, Username: ocondani - Ran MineView Session script. 
Date: 2024-06-23 16:17, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2024-06-23 16:17, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2024-06-25 8:48, Computer Name: BMA0008531, Username: ocondani - Ran AVI/MM2 reboot script. 
Date: 2024-06-25 8:48, Computer Name: BMA0008531, Username: ocondani - Ran AVI/MM2 reboot script. 
Date: 2024-06-25 18:00, Computer Name: BMA0005308, Username: boyddan - Ran IP Finder script. 
Date: 2024-06-25 18:00, Computer Name: BMA0005308, Username: boyddan - Ran IP Finder script. 
Date: 2024-06-25 18:00, Computer Name: BMA0005308, Username: boyddan - Ran PTX Health Check script. 
Date: 2024-06-25 18:00, Computer Name: BMA0005308, Username: boyddan - Ran PTX Health Check script. 
Date: 2024-06-25 19:36, Computer Name: BMA0008531, Username: boyddan - Ran IP Finder script. 
Date: 2024-06-25 19:37, Computer Name: BMA0008531, Username: boyddan - Ran PTX Uptime script. 
Date: 2024-06-25 19:37, Computer Name: BMA0008531, Username: boyddan - Ran PTX Health Check script. 
Date: 2024-06-25 19:52, Computer Name: BMA0008531, Username: boyddan - Ran AVI/MM2 reboot script. 
Date: 2024-06-26 10:57, Computer Name: BMA0005308, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2024-06-26 10:58, Computer Name: BMA0005308, Username: moorjay5 - Ran IP Finder script. 
Date: 2024-06-26 10:58, Computer Name: BMA0005308, Username: moorjay5 - Ran IP Finder script. 
Date: 2024-06-26 16:07, Computer Name: BMA0005308, Username: moorjay5 - Ran IP Finder script. 
Date: 2024-06-27 13:57, Computer Name: BMA0005308, Username: moorjay5 - Ran IP Finder script. 
Date: 2024-06-29 8:21, Computer Name: BMA0005308, Username: moorjay5 - Ran AVI/MM2 reboot script. 
Date: 2024-06-29 8:22, Computer Name: BMA0005308, Username: moorjay5 - Ran IP Finder script. 
Date: 2024-06-29 8:24, Computer Name: BMA0005308, Username: moorjay5 - Ran AVI/MM2 reboot script. 
Date: 2024-06-29 8:43, Computer Name: BMA0005308, Username: moorjay5 - Ran AVI/MM2 reboot script. 
Date: 2024-06-29 9:32, Computer Name: BMA0005308, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2024-06-30 6:23, Computer Name: BMA0005308, Username: moorjay5 - Ran IP Finder script. 
Date: 2024-06-30 9:22, Computer Name: BMA0008531, Username: bauemi5 - Ran IP Finder script. 
Date: 2024-06-30 9:34, Computer Name: BMA0008531, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2024-06-30 13:41, Computer Name: BMA0008531, Username: bauemi5 - Ran IP Finder script. 
Date: 2024-06-30 13:41, Computer Name: BMA0008531, Username: bauemi5 - Ran IP Finder script. 
Date: 2024-06-30 23:40, Computer Name: BMA0008531, Username: bauemi5 - Ran AVI/MM2 reboot script. 
Date: 2024-07-01 10:27, Computer Name: BMA0008531, Username: bauemi5 - Ran IP Finder script. 
Date: 2024-07-01 16:37, Computer Name: BMA0008531, Username: bauemi5 - Ran IP Finder script. 
Date: 2024-07-01 16:37, Computer Name: BMA0008531, Username: bauemi5 - Ran IP Finder script. 
Date: 2024-07-01 16:39, Computer Name: BMA0008531, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2024-07-03 6:42, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Health Check script. 
Date: 2024-07-03 6:42, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2024-07-03 18:34, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Uptime script. 
Date: 2024-07-03 18:35, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Health Check script. 
Date: 2024-07-03 22:47, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Health Check script. 
Date: 2024-07-03 22:58, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Health Check script. 
Date: 2024-07-05 7:08, Computer Name: BMA0005305, Username: welljaso - Ran IP Finder script. 
Date: 2024-07-05 7:08, Computer Name: BMA0005305, Username: welljaso - Ran PTX Health Check script. 
Date: 2024-07-05 22:53, Computer Name: BMA0005305, Username: ashfko - Ran PTX Health Check script. 
Date: 2024-07-06 1:03, Computer Name: BMA0005305, Username: ashfko - Ran PTX Health Check script. 
Date: 2024-07-06 7:04, Computer Name: BMA0005305, Username: ashfko - Ran IP Finder script. 
Date: 2024-07-06 7:05, Computer Name: BMA0005305, Username: ashfko - Ran PTX Health Check script. 
Date: 2024-07-07 15:43, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2024-07-08 20:17, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2024-07-08 20:28, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2024-07-08 21:15, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2024-07-08 21:16, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2024-07-09 12:12, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2024-07-09 19:14, Computer Name: BMA0005305, Username: lanebr - Ran PTX Uptime script. 
Date: 2024-07-09 19:14, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2024-07-09 22:50, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2024-07-09 22:51, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2024-07-10 12:13, Computer Name: BMA0005305, Username: ashfko - Ran IP Finder script. 
Date: 2024-07-10 14:18, Computer Name: BMA0005305, Username: ashfko - Ran PTX Health Check script. 
Date: 2024-07-10 20:52, Computer Name: BMA0005305, Username: ashfko - Ran PTX Health Check script. 
Date: 2024-07-10 20:53, Computer Name: BMA0005305, Username: ashfko - Ran IP Finder script. 
Date: 2024-07-10 22:11, Computer Name: BMA0005305, Username: ashfko - Ran Linux Health Check script. 
Date: 2024-07-11 2:36, Computer Name: BMA0005305, Username: ashfko - Ran IP Finder script. 
Date: 2024-07-11 9:59, Computer Name: BMA0005305, Username: ashfko - Ran IP Finder script. 
